skill,level,type,question,option_a,option_b,option_c,option_d,correct_answer,explanation
HTML,BASIC,Multiple Choice,"Which attribute enables inline play?",playsinline,inline,play,autoplay,playsinline,"playsinline enables inline playback on mobile."
HTML,BASIC,Multiple Choice,"What does kind attribute specify in track?",Track kind,Text track type,Subtitle type,Caption type,Track kind,"kind specifies text track type (subtitles, captions, etc)."
HTML,BASIC,Multiple Choice,"Which attribute specifies track language?",srclang,language,lang,locale,srclang,"srclang specifies track text language."
HTML,BASIC,Multiple Choice,"What does label attribute do in track?",Track label,Title label,Name label,Caption label,Track label,"label provides user-visible track title."
HTML,BASIC,Multiple Choice,"Which attribute makes track default?",default,selected,active,on,default,"default specifies track enabled by default."
HTML,BASIC,Multiple Choice,"What does data attribute specify in object?",Object data URL,Resource URL,Source file,Content URL,Object data URL,"data specifies URL of object resource."
HTML,BASIC,Multiple Choice,"Which attribute specifies object type?",type,format,kind,category,type,"type specifies MIME type of object data."
HTML,BASIC,Multiple Choice,"What does name attribute specify in param?",Parameter name,Param identifier,Setting name,Option name,Parameter name,"name specifies parameter name."
HTML,BASIC,Multiple Choice,"Which attribute specifies param value?",value,data,content,setting,value,"value specifies parameter value."
HTML,BASIC,Multiple Choice,"What does cite attribute specify in blockquote?",Quote source,Citation URL,Reference link,Source URL,Quote source,"cite specifies source URL of quotation."
HTML,BASIC,Multiple Choice,"Which attribute specifies datetime in time?",datetime,date,time,timestamp,datetime,"datetime specifies machine-readable date/time."
HTML,BASIC,Multiple Choice,"What does open attribute do in details?",Shows details open,Expands content,Reveals content,Displays content,Shows details open,"open shows details content by default."
HTML,BASIC,Multiple Choice,"Which attribute reverses ordered list?",reversed,reverse,backward,descending,reversed,"reversed reverses list numbering."
HTML,BASIC,Multiple Choice,"What does start attribute specify?",Starting number,Begin value,First item,Initial value,Starting number,"start specifies starting number of ordered list."
HTML,BASIC,Multiple Choice,"Which attribute specifies list type?",type,kind,style,format,type,"type specifies list marker type."
HTML,BASIC,Multiple Choice,"What does value attribute do in li?",List item value,Number value,Item number,Position value,List item value,"value sets number for list item."
HTML,BASIC,Multiple Choice,"Which attribute specifies abbr in th?",abbr,abbreviation,short,summary,abbr,"abbr provides abbreviated header content."
HTML,BASIC,Multiple Choice,"What does sorted attribute indicate?",Table sorting,Sort order,Sorted column,Arranged table,Table sorting,"sorted indicates table is sorted by column."
HTML,BASIC,Multiple Choice,"Which attribute aligns table?",align,alignment,position,place,align,"align specifies table alignment."
HTML,BASIC,Multiple Choice,"What does bgcolor do in table?",Background color,Table color,Back color,Fill color,Background color,"bgcolor sets table background color."
HTML,BASIC,Multiple Choice,"Which attribute specifies table border?",border,frame,outline,edge,border,"border specifies table border."
HTML,BASIC,Multiple Choice,"What does cellpadding specify?",Cell padding,Inner spacing,Content margin,Internal space,Cell padding,"cellpadding specifies space inside cells."
HTML,BASIC,Multiple Choice,"Which attribute specifies cellspacing?",cellspacing,spacing,margin,outer,cellspacing,"cellspacing specifies space between cells."
HTML,BASIC,Multiple Choice,"What does frame attribute specify?",Visible borders,Border sides,Table frame,Edge display,Visible borders,"frame specifies which outer borders show."
HTML,BASIC,Multiple Choice,"Which attribute specifies rules?",rules,lines,borders,grid,rules,"rules specifies internal border display."
HTML,BASIC,Multiple Choice,"What does summary attribute provide?",Table summary,Description,Caption,Overview,Table summary,"summary provides table summary for accessibility."
HTML,BASIC,Multiple Choice,"Which attribute specifies table width?",width,w,size,length,width,"width specifies table width."
HTML,BASIC,Multiple Choice,"What does height specify in table?",Table height,Vertical size,Row height,Content height,Table height,"height specifies table height."
HTML,BASIC,Multiple Choice,"Which attribute aligns image?",align,alignment,position,place,align,"align aligns image relative to text."
HTML,BASIC,Multiple Choice,"What does border do in img?",Image border,Border width,Frame border,Edge border,Image border,"border specifies image border width."
HTML,BASIC,Multiple Choice,"Which attribute specifies hspace?",hspace,horizontalspace,hmargin,horizontal,hspace,"hspace specifies horizontal space around image."
HTML,BASIC,Multiple Choice,"What does vspace specify?",Vertical space,Top/bottom space,VMargin,Vertical margin,Vertical space,"vspace specifies vertical space around image."
HTML,BASIC,Multiple Choice,"Which attribute provides long description?",longdesc,description,desc,text,longdesc,"longdesc provides URL to long image description."
HTML,BASIC,Multiple Choice,"What does name do in img?",Image name,Identifier,Title,Label,Image name,"name specifies image name."
HTML,BASIC,Multiple Choice,"Which attribute specifies lowsrc?",lowsrc,lowres,src,source,lowsrc,"lowsrc specifies low-resolution image version."
HTML,BASIC,Multiple Choice,"What does align do in iframe?",Iframe alignment,Position,Placement,Location,Iframe alignment,"align aligns iframe relative to text."
HTML,BASIC,Multiple Choice,"Which attribute specifies frameborder?",frameborder,border,frame,outline,frameborder,"frameborder shows/hides iframe border."
HTML,BASIC,Multiple Choice,"What does marginheight specify?",Top/bottom margins,Vertical margin,Height margin,Space height,Top/bottom margins,"marginheight specifies iframe top/bottom margins."
HTML,BASIC,Multiple Choice,"Which attribute specifies marginwidth?",marginwidth,mwidth,leftright,marginlr,marginwidth,"marginwidth specifies iframe left/right margins."
HTML,BASIC,Multiple Choice,"What does scrolling control?",Scrollbars,Scroll display,Scroll ability,Navigation bars,Scrollbars,"scrolling controls iframe scrollbars."
HTML,BASIC,Multiple Choice,"Which attribute aligns object?",align,alignment,position,place,align,"align aligns object relative to text."
HTML,BASIC,Multiple Choice,"What does border do in object?",Object border,Border width,Frame,Edge,Object border,"border specifies object border width."
HTML,BASIC,Multiple Choice,"Which attribute specifies codebase?",codebase,base,source,root,codebase,"codebase specifies base URL for object code."
HTML,BASIC,Multiple Choice,"What does codetype specify?",Code type,Content type,Data type,Format type,Code type,"codetype specifies content type of code."
HTML,BASIC,Multiple Choice,"Which attribute declares object?",declare,declaration,define,statement,declare,"declare declares object without instantiating."
HTML,BASIC,Multiple Choice,"What does standby provide?",Standby message,Loading message,Wait text,Ready message,Standby message,"standby shows message while object loads."
HTML,BASIC,Multiple Choice,"Which attribute specifies usemap in object?",usemap,map,imagemap,areamap,usemap,"usemap specifies image map for object."
HTML,BASIC,Multiple Choice,"What does align do in embed?",Embed alignment,Position,Placement,Location,Embed alignment,"align aligns embed relative to text."
HTML,BASIC,Multiple Choice,"Which attribute specifies hspace in embed?",hspace,horizontalspace,hmargin,horizontal,hspace,"hspace specifies horizontal space around embed."
HTML,BASIC,Multiple Choice,"What does vspace do in embed?",Vertical space,Top/bottom space,VMargin,Vertical margin,Vertical space,"vspace specifies vertical space around embed."
HTML,BASIC,Multiple Choice,"Which attribute names embed?",name,id,identifier,title,name,"name specifies embed name."
HTML,BASIC,Multiple Choice,"What does src specify in embed?",Embed source,File URL,Content URL,Resource URL,Embed source,"src specifies embed source URL."
HTML,BASIC,Multiple Choice,"Which attribute specifies embed type?",type,format,kind,category,type,"type specifies embed MIME type."
HTML,BASIC,Multiple Choice,"What does height do in embed?",Embed height,Vertical size,Content height,Display height,Embed height,"height specifies embed height."
HTML,BASIC,Multiple Choice,"Which attribute specifies embed width?",width,w,size,length,width,"width specifies embed width."
HTML,BASIC,Multiple Choice,"What does align do in applet?",Applet alignment,Position,Placement,Location,Applet alignment,"align aligns applet relative to text."
HTML,BASIC,Multiple Choice,"Which attribute provides alt in applet?",alt,alternative,text,description,alt,"alt provides alternative text for applet."
HTML,BASIC,Multiple Choice,"What does archive specify?",Archive files,JAR files,Resource files,Code files,Archive files,"archive specifies archives for applet."
HTML,BASIC,Multiple Choice,"Which attribute specifies applet code?",code,source,file,program,code,"code specifies applet class file."
HTML,BASIC,Multiple Choice,"What does codebase do in applet?",Applet codebase,Base URL,Source root,Code root,Applet codebase,"codebase specifies base URL for applet."
HTML,BASIC,Multiple Choice,"Which attribute specifies hspace in applet?",hspace,horizontalspace,hmargin,horizontal,hspace,"hspace specifies horizontal space around applet."
HTML,BASIC,Multiple Choice,"What does vspace do in applet?",Vertical space,Top/bottom space,VMargin,Vertical margin,Vertical space,"vspace specifies vertical space around applet."
HTML,BASIC,Multiple Choice,"Which attribute names applet?",name,id,identifier,title,name,"name specifies applet name."
HTML,BASIC,Multiple Choice,"What does object specify in applet?",Object file,Resource name,Data file,Content file,Object file,"object specifies serialized applet."
HTML,BASIC,Multiple Choice,"Which attribute aligns hr?",HR alignment,Line alignment,Rule alignment,Bar alignment,HR alignment,"align aligns horizontal rule."
HTML,BASIC,Multiple Choice,"What does color do in hr?",Line color,Rule color,Bar color,Stroke color,Line color,"color specifies horizontal rule color."
HTML,BASIC,Multiple Choice,"Which attribute specifies noshade?",noshade,noshadow,flat,solid,noshade,"noshade removes shading from horizontal rule."
HTML,BASIC,Multiple Choice,"What does size specify in hr?",Rule thickness,Line height,Bar size,Stroke size,Rule thickness,"size specifies horizontal rule thickness."
HTML,BASIC,Multiple Choice,"Which attribute specifies hr width?",width,w,length,size,width,"width specifies horizontal rule width."
HTML,BASIC,Multiple Choice,"What does align do in div?",Div alignment,Content alignment,Block alignment,Section alignment,Div alignment,"align aligns div content."
HTML,BASIC,Multiple Choice,"Which attribute specifies nowrap in div?",nowrap,nowhitespace,nobreak,inline,nowrap,"nowrap prevents text wrapping in div."
HTML,BASIC,Multiple Choice,"What does align do in headings?",Heading alignment,Text alignment,Title alignment,Header alignment,Heading alignment,"align aligns heading text."
HTML,BASIC,Multiple Choice,"Which attribute aligns paragraph?",align,alignment,position,place,align,"align aligns paragraph text."
